"Регион РФ (область, край, город фед. значения, округ)",Административный район,Населённый пункт,Улица,Плановое время начала отключения электроснабжения,Плановое время восстановления отключения электроснабжения,Филиал,РЭС,Комментарий,building_id
Санкт-Петербург,Курортный район,п.Ушково, лит. Б,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, Сосновая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, д.4,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, лит. А,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, Почтовый пер,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, д.14,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, лит. А,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, Почтовая Ул.,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, д.16,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, лит. А,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, Вокзальная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, д.4,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, лит. А,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, Полевая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, д.4,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, лит. А,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, Вокзальная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, д.10,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, лит. А,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, Почтовый пер,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, д.4,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, лит. А,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, Почтовый пер,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, д.16,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, лит. А,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, Вокзальная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, д.11лит. А,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, Вокзальная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, д.11,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Санкт-Петербург,Курортный район,п.Ушково, лит. А,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт здания ТП,
Ленинградская область,Гатчинский район,Новинка-Кордон,,2023-09-19 09:00:00,2023-09-19 17:00:00,Гатчинские ЭС,Тосненский РЭС,Капитальный ремонт ТП,
Санкт-Петербург,Курортный район,п.Лисий Нос,Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.1 А ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.1  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.2  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.4 А ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.5  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.5 А ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.6  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.7 А ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.9  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.11  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.12  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.14 А ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.15  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.22 А ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.23  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.25  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.30  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.32  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.33  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.34  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.35  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.35 А ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.38  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.42 А ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Зелёный пер,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.6 Б ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Зелёный пер,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.8  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.4  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.5 А ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.6  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.7  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.11  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.13  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.24  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.25  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.27  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.29  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.35  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.37  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.39 А ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.31  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.3  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.5  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.6 А ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.10  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.12  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.13 А ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.14  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.17  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.20  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Парковая ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.25 А ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.2 Б ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.4  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.9 А ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.10  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.12 А ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.14  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.17  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.18  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.22  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.25 А ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.26 А ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.37 А ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.39  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.43  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Пограничная ул,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, д.44  ,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
Санкт-Петербург,Курортный район,п.Лисий Нос, Зелёный пер,2023-09-19 09:00:00,2023-09-19 20:00:00,Северные электрические сети,Курортный РЭС,ремонт здания,
